exp_type,test_loss,test_acc,precision,recall,f1_score,timestamp，avg_ROC,0_ROC,1_ROC.2_ROC,3_ROC.4_ROC
full,0.31222252547740936,89.00523560209425,0.8905895096376015,0.916657076685771,0.9017506102849151,20250620_022712,0.980,0.94,0.99,0.98,0.99,1.00
no_temp_att,0.30713132706781227,88.61256544502618,0.8746797951320179,0.9065560596717166,0.8885564156881302,20250620_022712,0.984,0.95,0.99,0.98,1.00,1.00
no_feat_att,0.30139440049727756,87.69633507853403,0.8745904395802752,0.9050415510696901,0.8859053172446855,20250620_022712,0.986,0.95,0.99,0.99,1.00,1.00
no_all_att,0.23918006693323454,89.92146596858639,0.8935682746958123,0.9262284282083421,0.9069627888899389,20250620_022712,0.990,0.96,1.00,0.99,1.00,1.00
cnn_only,0.5629440620541573,73.03664921465969,0.7174707977045791,0.78745970284916,0.7271593452972044,20250620_022712,0.948,0.86,0.98,0.94,0.98,0.98
lstm_only,0.3722343353244166,90.05235602094241,0.9102315782597336,0.9247466712459538,0.9167309832211012,20250620_053852,0.984,0.96,0.99,0.98,0.99,1.00
hc_only,1.1990590790907543,48.167539267015705,0.4813873773000868,0.5361340833470237,0.4842417765388153,20250620_060247,0.798,0.67,0.80,0.79,0.80,0.93
